county,category,taxonomic_group,taxonomic_subgroup,scientific_name,common_name
Madison,Plant,Flowering Plants,Other Flowering Plants,Utricularia minor,Lesser Bladderwort
Madison,Plant,Flowering Plants,Other Flowering Plants,Pedicularis lanceolata,Swamp Lousewort
Madison,Plant,Flowering Plants,Other Flowering Plants,Ulmus thomasii,Cork Elm
Madison,Plant,Flowering Plants,Other Flowering Plants,Potamogeton strictifolius,Straight-leaved Pondweed
Madison,Plant,Flowering Plants,Other Flowering Plants,Scheuchzeria palustris,Pod Grass
Madison,Plant,Flowering Plants,Orchids,Arethusa bulbosa,Dragon's Mouth Orchid
Madison,Plant,Flowering Plants,Other Flowering Plants,Pyrola asarifolia ssp. asarifolia,Pink Wintergreen
Madison,Plant,Flowering Plants,Other Flowering Plants,Andersonglossum boreale,Northern Wild Comfrey
Madison,Plant,Flowering Plants,Other Flowering Plants,Lycopus rubellus,Stalked Bugleweed
Madison,Plant,Flowering Plants,Other Flowering Plants,Desmodium ciliare,Little-leaf Tick Trefoil
Madison,Plant,Flowering Plants,Other Flowering Plants,Lithospermum parviflorum,Shaggy Marbleseed
Madison,Plant,Flowering Plants,Other Flowering Plants,Anticlea elegans var. glauca,Mountain Death Camas
Madison,Plant,Flowering Plants,Other Flowering Plants,Polygonum erectum,Erect Knotweed
Madison,Plant,Flowering Plants,Other Flowering Plants,Rorippa aquatica,Lake Cress
Madison,Plant,Flowering Plants,Other Flowering Plants,Persicaria setacea,Swamp Smartweed
Madison,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Bidens beckii,Beck's Water Marigold
Madison,Plant,Flowering Plants,Other Flowering Plants,Linum sulcatum,Yellow Wild Flax
Madison,Plant,Flowering Plants,Other Flowering Plants,Juglans cinerea,Butternut
Madison,Plant,Flowering Plants,Other Flowering Plants,Geum virginianum,Rough Avens
Madison,Plant,Flowering Plants,Other Flowering Plants,Collinsia verna,Blue-eyed-Mary
Madison,Plant,Flowering Plants,Other Flowering Plants,Castilleja coccinea,Scarlet Indian-paintbrush
Madison,Plant,Flowering Plants,Other Flowering Plants,Trollius laxus,Spreading Globeflower
Madison,Plant,Flowering Plants,Sedges,Eleocharis diandra,Wright's Spike Rush
Madison,Plant,Flowering Plants,Orchids,Cypripedium reginae,Showy Lady's Slipper
Madison,Plant,Flowering Plants,Sedges,Carex frankii,Frank's Sedge
Madison,Plant,Flowering Plants,Sedges,Carex careyana,Carey's Sedge
Madison,Plant,Flowering Plants,Orchids,Cypripedium parviflorum var. makasin,Small Northern Yellow Lady's Slipper
Madison,Plant,Flowering Plants,Other Flowering Plants,Cardamine douglassii,Purple Cress
Madison,Plant,Flowering Plants,Other Flowering Plants,Buchnera americana,Blue-hearts
Madison,Plant,Flowering Plants,Other Flowering Plants,Hydrastis canadensis,Goldenseal
Madison,Plant,Flowering Plants,Orchids,Corallorhiza striata var. striata,Striped Coralroot
Madison,Plant,Flowering Plants,Orchids,Aplectrum hyemale,Puttyroot
Madison,Plant,Flowering Plants,Grasses,Panicum flexile,Wiry Panic Grass
Madison,Plant,Flowering Plants,Sedges,Cyperus subsquarrosus,Dwarf Bulrush
Madison,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Symphyotrichum boreale,Northern Bog Aster
Madison,Plant,Flowering Plants,Sedges,Carex cryptolepis,Small Yellow Sedge
Madison,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Symphyotrichum lanceolatum var. interior,Small-headed Aster
Madison,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Petasites frigidus var. palmatus,Sweet Coltsfoot
Madison,Plant,Flowering Plants,Other Flowering Plants,Stuckenia filiformis,Slender Pondweed
Madison,Plant,Flowering Plants,Other Flowering Plants,Trillium cernuum,Nodding Trillium
Madison,Plant,Flowering Plants,Sedges,Carex haydenii,Cloud Sedge
Madison,Plant,Flowering Plants,Orchids,Cypripedium parviflorum var. pubescens,Large Yellow Lady's Slipper
Madison,Plant,Flowering Plants,Other Flowering Plants,Phlox maculata ssp. maculata,Wild Sweet William
Madison,Plant,Flowering Plants,Other Flowering Plants,Triglochin palustris,Marsh Arrow Grass
Madison,Plant,Flowering Plants,Other Flowering Plants,Panax quinquefolius,American Ginseng
Madison,Plant,Flowering Plants,Sedges,Eleocharis ovata,Ovate Spike Rush
Madison,Plant,Flowering Plants,Other Flowering Plants,Polygonum buxiforme,Small's Knotweed
Madison,Plant,Mosses,Other Mosses,Didymodon ferrugineus,Rusty Beard-moss
Madison,Plant,Mosses,Other Mosses,Hyophila involuta,Rolled-leaf wet ground moss
Madison,Plant,Mosses,Other Mosses,Platydictya jungermannioides,False Willow Moss
Madison,Plant,Mosses,Other Mosses,Paludella squarrosa,Pipe-cleaner moss
Madison,Plant,Mosses,Other Mosses,Seligeria calcarea,Chalk Dwarf Moss
Monroe,Animal,Amphibians,Salamanders,Plethodon cinereus,Redback Salamander
Monroe,Animal,Amphibians,Frogs and Toads,Lithobates catesbeianus,Bullfrog
Monroe,Animal,Amphibians,Salamanders,Notophthalmus viridescens,Eastern Newt
Monroe,Animal,Amphibians,Salamanders,Ambystoma jeffersonianum x laterale,Jefferson Salamander Complex
Monroe,Animal,Amphibians,Salamanders,Ambystoma jeffersonianum,Jefferson Salamander
Monroe,Animal,Amphibians,Salamanders,Hemidactylium scutatum,Four-toed Salamander
Monroe,Animal,Amphibians,Salamanders,Desmognathus ochrophaeus,Allegheny Mountain Dusky Salamander
Monroe,Animal,Amphibians,Frogs and Toads,Pseudacris triseriata,Western Chorus Frog
Monroe,Animal,Amphibians,Frogs and Toads,Pseudacris crucifer,Spring Peeper
Monroe,Animal,Amphibians,Frogs and Toads,Anaxyrus americanus,American Toad
Monroe,Animal,Amphibians,Salamanders,Gyrinophilus porphyriticus,Spring Salamander
Monroe,Animal,Amphibians,Frogs and Toads,Lithobates sylvaticus,Wood Frog
Monroe,Animal,Amphibians,Salamanders,Eurycea bislineata,Northern Two-lined Salamander
Monroe,Animal,Amphibians,Frogs and Toads,Lithobates pipiens,Northern Leopard Frog
Monroe,Animal,Amphibians,Frogs and Toads,Lithobates palustris,Pickerel Frog
Monroe,Animal,Amphibians,Frogs and Toads,Lithobates clamitans,Green Frog
Monroe,Animal,Amphibians,Frogs and Toads,Hyla versicolor,Gray Treefrog
Monroe,Animal,Amphibians,Salamanders,Desmognathus fuscus,Dusky Salamander
Monroe,Animal,Amphibians,Salamanders,Ambystoma maculatum,Spotted Salamander
Monroe,Animal,Amphibians,Salamanders,Ambystoma laterale,Blue-spotted Salamander
Monroe,Animal,Amphibians,Salamanders,Plethodon glutinosus,Northern Slimy Salamander
Monroe,Animal,Animal Assemblages,Animal Assemblages,Waterfowl Winter Concentration Area,Waterfowl Winter Concentration Area
Monroe,Animal,"Bees, Wasps, and Ants",Bees,Bombus (Thoracobombus) fervidus,Yellow Bumble Bee
Monroe,Animal,"Bees, Wasps, and Ants",Bees,Bombus auricomus,Black and Gold Bumble Bee
Monroe,Animal,Beetles,Lady Beetles,Adalia bipunctata,Two-spotted Lady Beetle
Monroe,Animal,Beetles,Carrion Beetles,Nicrophorus americanus,American Burying Beetle
Monroe,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Charadrius vociferus,Killdeer
Monroe,Animal,Birds,"Grouse, Pheasants, Turkeys",Colinus virginianus,Northern Bobwhite
Monroe,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Butorides virescens,Green Heron
Monroe,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Ixobrychus exilis,Least Bittern
Monroe,Animal,Birds,Blackbirds and Orioles,Agelaius phoeniceus,Red-winged Blackbird
Monroe,Animal,Birds,Blackbirds and Orioles,Dolichonyx oryzivorus,Bobolink
Monroe,Animal,Birds,Blackbirds and Orioles,Icterus galbula,Baltimore Oriole
Monroe,Animal,Birds,Blackbirds and Orioles,Icterus spurius,Orchard Oriole
Monroe,Animal,Birds,Blackbirds and Orioles,Molothrus ater,Brown-headed Cowbird
Monroe,Animal,Birds,Blackbirds and Orioles,Quiscalus quiscula,Common Grackle
Monroe,Animal,Birds,Blackbirds and Orioles,Sturnella magna,Eastern Meadowlark
Monroe,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Nycticorax nycticorax,Black-crowned Night-Heron
Monroe,Animal,Birds,Cardinals and Buntings,Cardinalis cardinalis,Northern Cardinal
Monroe,Animal,Birds,Cardinals and Buntings,Passerina cyanea,Indigo Bunting
Monroe,Animal,Birds,Cardinals and Buntings,Pheucticus ludovicianus,Rose-breasted Grosbeak
Monroe,Animal,Birds,Cardinals and Buntings,Piranga olivacea,Scarlet Tanager
Monroe,Animal,Birds,Chickadees and Titmice,Baeolophus bicolor,Tufted Titmouse
Monroe,Animal,Birds,Chickadees and Titmice,Poecile atricapillus,Black-capped Chickadee
Monroe,Animal,Birds,Creepers,Certhia americana,Brown Creeper
Monroe,Animal,Birds,Crows and Jays,Corvus brachyrhynchos,American Crow
Monroe,Animal,Birds,Crows and Jays,Corvus ossifragus,Fish Crow
Monroe,Animal,Birds,Crows and Jays,Cyanocitta cristata,Blue Jay
Monroe,Animal,Birds,Cuckoos,Coccyzus americanus,Yellow-billed Cuckoo
Monroe,Animal,Birds,Cuckoos,Coccyzus erythropthalmus,Black-billed Cuckoo
Monroe,Animal,Birds,"Ducks, Geese, Waterfowl",Aix sponsa,Wood Duck
Monroe,Animal,Birds,"Ducks, Geese, Waterfowl",Anas americana,American Wigeon
Monroe,Animal,Birds,"Ducks, Geese, Waterfowl",Anas discors,Blue-winged Teal
Monroe,Animal,Birds,"Ducks, Geese, Waterfowl",Anas platyrhynchos,Mallard
Monroe,Animal,Birds,"Ducks, Geese, Waterfowl",Anas platyrhynchos x rubripes,Mallard x Am. Black Duck Hybrid
Monroe,Animal,Birds,"Ducks, Geese, Waterfowl",Anas rubripes,American Black Duck
Monroe,Animal,Birds,"Ducks, Geese, Waterfowl",Anas strepera,Gadwall
Monroe,Animal,Birds,"Ducks, Geese, Waterfowl",Aythya affinis,Lesser Scaup
Monroe,Animal,Birds,"Ducks, Geese, Waterfowl",Branta canadensis,Canada Goose
Monroe,Animal,Birds,"Ducks, Geese, Waterfowl",Cygnus olor,Mute Swan
Monroe,Animal,Birds,"Ducks, Geese, Waterfowl",Lophodytes cucullatus,Hooded Merganser
Monroe,Animal,Birds,Finches and Crossbills,Coccothraustes vespertinus,Evening Grosbeak
Monroe,Animal,Birds,Finches and Crossbills,Haemorhous mexicanus,House Finch
Monroe,Animal,Birds,Finches and Crossbills,Haemorhous purpureus,Purple Finch
Monroe,Animal,Birds,Finches and Crossbills,Spinus pinus,Pine Siskin
Monroe,Animal,Birds,Finches and Crossbills,Spinus tristis,American Goldfinch
Monroe,Animal,Birds,Flycatchers,Contopus virens,Eastern Wood-Pewee
Monroe,Animal,Birds,Flycatchers,Empidonax alnorum,Alder Flycatcher
Monroe,Animal,Birds,Flycatchers,Empidonax minimus,Least Flycatcher
Monroe,Animal,Birds,Flycatchers,Empidonax traillii,Willow Flycatcher
Monroe,Animal,Birds,Flycatchers,Empidonax virescens,Acadian Flycatcher
Monroe,Animal,Birds,Flycatchers,Myiarchus crinitus,Great Crested Flycatcher
Monroe,Animal,Birds,Flycatchers,Sayornis phoebe,Eastern Phoebe
Monroe,Animal,Birds,Flycatchers,Tyrannus tyrannus,Eastern Kingbird
Monroe,Animal,Birds,Gnatcatchers,Polioptila caerulea,Blue-gray Gnatcatcher
Monroe,Animal,Birds,"Grouse, Pheasants, Turkeys",Bonasa umbellus,Ruffed Grouse
Monroe,Animal,Birds,"Grouse, Pheasants, Turkeys",Meleagris gallopavo,Wild Turkey
Monroe,Animal,Birds,"Grouse, Pheasants, Turkeys",Phasianus colchicus,Ring-necked Pheasant
Monroe,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Actitis macularius,Spotted Sandpiper
Monroe,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Bartramia longicauda,Upland Sandpiper
Monroe,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Chlidonias niger,Black Tern
Monroe,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Gallinago delicata,Wilson's Snipe
Monroe,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Larus delawarensis,Ring-billed Gull
Monroe,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Scolopax minor,American Woodcock
Monroe,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipiter cooperii,Cooper's Hawk
Monroe,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipiter striatus,Sharp-shinned Hawk
Monroe,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Buteo jamaicensis,Red-tailed Hawk
Monroe,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Buteo platypterus,Broad-winged Hawk
Monroe,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Cathartes aura,Turkey Vulture
Monroe,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Circus cyaneus,Northern Harrier
Monroe,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Falco columbarius,Merlin
Monroe,Animal,Birds,Wood-Warblers,Setophaga cerulea,Cerulean Warbler
Monroe,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Falco peregrinus,Peregrine Falcon
Monroe,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Falco sparverius,American Kestrel
Monroe,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Pandion haliaetus,Osprey
Monroe,Animal,Birds,Hummingbirds and Swifts,Archilochus colubris,Ruby-throated Hummingbird
Monroe,Animal,Birds,Hummingbirds and Swifts,Chaetura pelagica,Chimney Swift
Monroe,Animal,Birds,Kingfishers,Megaceryle alcyon,Belted Kingfisher
Monroe,Animal,Birds,Kinglets,Regulus satrapa,Golden-crowned Kinglet
Monroe,Animal,Birds,Larks,Eremophila alpestris,Horned Lark
Monroe,Animal,Birds,Mockingbirds and Thrashers,Dumetella carolinensis,Gray Catbird
Monroe,Animal,Birds,Mockingbirds and Thrashers,Mimus polyglottos,Northern Mockingbird
Monroe,Animal,Birds,Mockingbirds and Thrashers,Toxostoma rufum,Brown Thrasher
Monroe,Animal,Birds,Nightbirds,Chordeiles minor,Common Nighthawk
Monroe,Animal,Birds,Nuthatches,Sitta canadensis,Red-breasted Nuthatch
Monroe,Animal,Birds,Nuthatches,Sitta carolinensis,White-breasted Nuthatch
Monroe,Animal,Birds,Old World Sparrows,Passer domesticus,House Sparrow
Monroe,Animal,Birds,Owls,Aegolius acadicus,Northern Saw-whet Owl
Monroe,Animal,Birds,Owls,Asio flammeus,Short-eared Owl
Monroe,Animal,Birds,Owls,Asio otus,Long-eared Owl
Monroe,Animal,Birds,Owls,Bubo virginianus,Great Horned Owl
Monroe,Animal,Birds,Owls,Megascops asio,Eastern Screech-Owl
Monroe,Animal,Birds,Owls,Tyto alba,Barn Owl
Monroe,Animal,Birds,Pigeons and Doves,Columba livia,Rock Pigeon
Monroe,Animal,Birds,Pigeons and Doves,Streptopelia decaocto,Eurasian Collared-Dove
Monroe,Animal,Birds,Pigeons and Doves,Zenaida macroura,Mourning Dove
Monroe,Animal,Birds,"Rails, Coots and Cranes",Fulica americana,American Coot
Monroe,Animal,Birds,"Rails, Coots and Cranes",Gallinula galeata,Common Moorhen
Monroe,Animal,Birds,"Rails, Coots and Cranes",Grus canadensis,Sandhill Crane
Monroe,Animal,Birds,"Rails, Coots and Cranes",Porzana carolina,Sora
Monroe,Animal,Birds,"Rails, Coots and Cranes",Rallus elegans,King Rail
Monroe,Animal,Birds,"Rails, Coots and Cranes",Rallus limicola,Virginia Rail
Monroe,Animal,Birds,Shrikes,Lanius ludovicianus,Loggerhead Shrike
Monroe,Animal,Birds,Sparrows and Towhees,Ammodramus henslowii,Henslow's Sparrow
Monroe,Animal,Birds,Sparrows and Towhees,Ammodramus savannarum,Grasshopper Sparrow
Monroe,Animal,Birds,Sparrows and Towhees,Junco hyemalis,Dark-eyed Junco
Monroe,Animal,Birds,Sparrows and Towhees,Melospiza georgiana,Swamp Sparrow
Monroe,Animal,Birds,Sparrows and Towhees,Melospiza melodia,Song Sparrow
Monroe,Animal,Birds,Sparrows and Towhees,Passerculus sandwichensis,Savannah Sparrow
Monroe,Animal,Birds,Nightbirds,Antrostomus vociferus,Whip-poor-will
Monroe,Animal,Birds,Sparrows and Towhees,Pipilo erythrophthalmus,Eastern Towhee
Monroe,Animal,Birds,Sparrows and Towhees,Pooecetes gramineus,Vesper Sparrow
Monroe,Animal,Birds,Sparrows and Towhees,Spizella passerina,Chipping Sparrow
Monroe,Animal,Birds,Sparrows and Towhees,Spizella pusilla,Field Sparrow
Monroe,Animal,Birds,Sparrows and Towhees,Zonotrichia albicollis,White-throated Sparrow
Monroe,Animal,Birds,Starlings,Sturnus vulgaris,European Starling
Monroe,Animal,Birds,Swallows,Hirundo rustica,Barn Swallow
Monroe,Animal,Birds,Swallows,Petrochelidon pyrrhonota,Cliff Swallow
Monroe,Animal,Birds,Swallows,Progne subis,Purple Martin
Monroe,Animal,Birds,Swallows,Riparia riparia,Bank Swallow
Monroe,Animal,Birds,Swallows,Stelgidopteryx serripennis,Northern Rough-winged Swallow
Monroe,Animal,Birds,Swallows,Tachycineta bicolor,Tree Swallow
Monroe,Animal,Birds,Thrushes and Bluebirds,Catharus fuscescens,Veery
Monroe,Animal,Birds,Thrushes and Bluebirds,Catharus guttatus,Hermit Thrush
Monroe,Animal,Birds,Thrushes and Bluebirds,Catharus ustulatus,Swainson's Thrush
Monroe,Animal,Birds,Thrushes and Bluebirds,Sialia sialis,Eastern Bluebird
Monroe,Animal,Birds,Thrushes and Bluebirds,Turdus migratorius,American Robin
Monroe,Animal,Birds,Vireos,Vireo flavifrons,Yellow-throated Vireo
Monroe,Animal,Birds,Vireos,Vireo olivaceus,Red-eyed Vireo
Monroe,Animal,Birds,Vireos,Vireo solitarius,Blue-headed Vireo
Monroe,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Ardea herodias,Great Blue Heron
Monroe,Animal,Birds,Waxwings,Bombycilla cedrorum,Cedar Waxwing
Monroe,Animal,Birds,Woodpeckers,Colaptes auratus,Northern Flicker
Monroe,Animal,Birds,Woodpeckers,Dryocopus pileatus,Pileated Woodpecker
Monroe,Animal,Birds,Woodpeckers,Melanerpes carolinus,Red-bellied Woodpecker
Monroe,Animal,Birds,Woodpeckers,Melanerpes erythrocephalus,Red-headed Woodpecker
Monroe,Animal,Birds,Woodpeckers,Picoides pubescens,Downy Woodpecker
Monroe,Animal,Birds,Woodpeckers,Picoides villosus,Hairy Woodpecker
Monroe,Animal,Birds,Woodpeckers,Sphyrapicus varius,Yellow-bellied Sapsucker
Monroe,Animal,Birds,Wood-Warblers,Cardellina canadensis,Canada Warbler
Monroe,Animal,Birds,Wood-Warblers,Geothlypis philadelphia,Mourning Warbler
Monroe,Animal,Birds,Wood-Warblers,Geothlypis trichas,Common Yellowthroat
Monroe,Animal,Birds,Wood-Warblers,Icteria virens,Yellow-breasted Chat
Monroe,Animal,Birds,Wood-Warblers,Mniotilta varia,Black-and-white Warbler
Monroe,Animal,Birds,Wood-Warblers,Oreothlypis ruficapilla,Nashville Warbler
Monroe,Animal,Birds,Wood-Warblers,Parkesia noveboracensis,Northern Waterthrush
Monroe,Animal,Birds,Wood-Warblers,Protonotaria citrea,Prothonotary Warbler
Monroe,Animal,Birds,Wood-Warblers,Seiurus aurocapilla,Ovenbird
Monroe,Animal,Birds,Wood-Warblers,Setophaga citrina,Hooded Warbler
Monroe,Animal,Birds,Wood-Warblers,Setophaga coronata,Yellow-rumped Warbler
Monroe,Animal,Birds,Wood-Warblers,Setophaga pensylvanica,Chestnut-sided Warbler
Monroe,Animal,Birds,Wood-Warblers,Setophaga petechia,Yellow Warbler
Monroe,Animal,Birds,Wood-Warblers,Setophaga pinus,Pine Warbler
Monroe,Animal,Birds,Wood-Warblers,Setophaga ruticilla,American Redstart
Monroe,Animal,Birds,Wood-Warblers,Setophaga virens,Black-throated Green Warbler
Monroe,Animal,Birds,Wood-Warblers,Vermivora chrysoptera,Golden-winged Warbler
Monroe,Animal,Birds,Wood-Warblers,Vermivora chrysoptera x cyanoptera,Lawrence's Warbler
Monroe,Animal,Birds,Wood-Warblers,Vermivora cyanoptera,Blue-winged Warbler
Monroe,Animal,Birds,Wood-Warblers,Vermivora cyanoptera x chrysoptera,Brewster's Warbler
Monroe,Animal,Birds,Wrens,Cistothorus palustris,Marsh Wren
Monroe,Animal,Birds,Wrens,Thryothorus ludovicianus,Carolina Wren
Monroe,Animal,Birds,Wrens,Troglodytes aedon,House Wren
Monroe,Animal,Birds,Wrens,Troglodytes hiemalis,Winter Wren
Monroe,Animal,Birds,Wrens,Cistothorus platensis,Sedge Wren
Monroe,Animal,Birds,Grebes,Podilymbus podiceps,Pied-billed Grebe
Monroe,Animal,Birds,Vireos,Vireo gilvus,Warbling Vireo
Monroe,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Haliaeetus leucocephalus,Bald Eagle
Monroe,Animal,Birds,Thrushes and Bluebirds,Hylocichla mustelina,Wood Thrush
Monroe,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Botaurus lentiginosus,American Bittern
Monroe,Animal,Butterflies and Moths,Moths,Chytonix ruperti,A Noctuid Moth
Monroe,Animal,Dragonflies and Damselflies,Damselflies,Lestes unguiculatus,Lyre-tipped Spreadwing
Monroe,Animal,Dragonflies and Damselflies,Dragonflies,Stylurus notatus,Elusive Clubtail
Monroe,Animal,Dragonflies and Damselflies,Dragonflies,Gomphurus fraternus,Midland Clubtail
Monroe,Animal,Fish,"Minnows, Shiners, Suckers",Moxostoma duquesnei,Black Redhorse
Monroe,Animal,Fish,Darters and Sunfishes,Etheostoma exile,Iowa Darter
Monroe,Animal,Fish,Catfishes,Ameiurus melas,Black Bullhead
Monroe,Animal,Fish,Perches,Aphredoderus sayanus gibbosus,Western Pirate Perch
Monroe,Animal,Fish,Salmon and Trout,Coregonus kiyi,Kiyi
Monroe,Animal,Fish,"Minnows, Shiners, Suckers",Erimyzon sucetta,Lake Chubsucker
Monroe,Animal,Fish,Darters and Sunfishes,Lepomis peltastes,Northern Sunfish
Monroe,Animal,Fish,"Minnows, Shiners, Suckers",Notropis anogenus,Pugnose Shiner
Monroe,Animal,Fish,Sculpins,Cottus ricei,Spoonhead Sculpin
Monroe,Animal,Fish,"Minnows, Shiners, Suckers",Hybopsis amblops,Bigeye Chub
Monroe,Animal,Fish,"Minnows, Shiners, Suckers",Notropis heterodon,Blackchin Shiner
Monroe,Animal,Fish,"Minnows, Shiners, Suckers",Couesius plumbeus,Lake Chub
Monroe,Animal,Fish,Salmon and Trout,Coregonus reighardi,Shortnose Cisco
Monroe,Animal,Fish,"Minnows, Shiners, Suckers",Notropis heterolepis,Blacknose Shiner
Monroe,Animal,Fish,Salmon and Trout,Coregonus zenithicus,Shortjaw Cisco
Monroe,Animal,Fish,Salmon and Trout,Coregonus hoyi,Bloater
Monroe,Animal,Fish,"Minnows, Shiners, Suckers",Notropis bifrenatus,Bridle Shiner
Monroe,Animal,Mammals,Bats,Myotis septentrionalis,Northern Long-eared Bat
Monroe,Animal,Mammals,Bats,Perimyotis subflavus,Tri-colored Bat
Monroe,Animal,Mammals,Bats,Lasionycteris noctivagans,Silver-haired Bat
Monroe,Animal,Mussels and Clams,Freshwater Mussels,Potamilus alatus,Pink Heelsplitter
Monroe,Animal,Mussels and Clams,Freshwater Mussels,Truncilla truncata,Deertoe
Monroe,Animal,Mussels and Clams,Freshwater Mussels,Villosa iris,Rainbow
Monroe,Animal,Mussels and Clams,Freshwater Mussels,Fusconaia flava,Wabash Pigtoe
Monroe,Animal,Mussels and Clams,Freshwater Mussels,Ligumia nasuta,Eastern Pondmussel
Monroe,Animal,Mussels and Clams,Freshwater Mussels,Toxolasma parvum,Lilliput
Monroe,Animal,Reptiles,Snakes,Storeria dekayi,Dekay's Brownsnake
Monroe,Animal,Reptiles,Lizards,Plestiodon anthracinus,Coal Skink
Monroe,Animal,Reptiles,Snakes,Crotalus horridus,Timber Rattlesnake
Monroe,Animal,Reptiles,Snakes,Diadophis punctatus,Ring-necked Snake
Monroe,Animal,Reptiles,Snakes,Lampropeltis triangulum,Milksnake
Monroe,Animal,Reptiles,Snakes,Nerodia sipedon,Northern Watersnake
Monroe,Animal,Reptiles,Snakes,Opheodrys vernalis,Smooth Green Snake
Monroe,Animal,Reptiles,Snakes,Regina septemvittata,Queen Snake
Monroe,Animal,Reptiles,Snakes,Storeria occipitomaculata,Red-bellied Snake
Monroe,Animal,Reptiles,Snakes,Thamnophis sauritus,Eastern Ribbonsnake
Monroe,Animal,Reptiles,Snakes,Thamnophis sirtalis,Common Gartersnake
Monroe,Animal,Reptiles,Turtles,Apalone spinifera,Spiny Softshell
Monroe,Animal,Reptiles,Turtles,Chelydra serpentina,Snapping Turtle
Monroe,Animal,Reptiles,Turtles,Chrysemys picta,Painted Turtle
Monroe,Animal,Reptiles,Turtles,Clemmys guttata,Spotted Turtle
Monroe,Animal,Reptiles,Turtles,Glyptemys muhlenbergii,Bog Turtle
Monroe,Animal,Reptiles,Turtles,Graptemys geographica,Common Map Turtle
Monroe,Animal,Reptiles,Turtles,Trachemys scripta,Slider
Monroe,Natural Community,Freshwater Nontidal Wetlands,Forested Peatlands,Red maple-tamarack peat swamp,Red Maple-Tamarack Peat Swamp
Monroe,Natural Community,Freshwater Nontidal Wetlands,Open Peatlands,Rich graminoid fen,Rich Graminoid Fen
Monroe,Natural Community,Freshwater Nontidal Wetlands,Open Peatlands,Rich shrub fen,Rich Shrub Fen
Monroe,Natural Community,Freshwater Nontidal Wetlands,Forested Peatlands,Northern white cedar swamp,Northern White Cedar Swamp
Monroe,Natural Community,Freshwater Nontidal Wetlands,Forested Mineral Soil Wetlands,Vernal pool,Vernal Pool
Monroe,Natural Community,Freshwater Nontidal Wetlands,Forested Mineral Soil Wetlands,Silver maple-ash swamp,Silver Maple-Ash Swamp
Monroe,Natural Community,Freshwater Nontidal Wetlands,Open Peatlands,Marl fen,Marl Fen
Monroe,Natural Community,Lakes and Ponds,Natural Lakes and Ponds,Great Lakes aquatic bed,Great Lakes Aquatic Bed
Monroe,Natural Community,Uplands,Barrens and Woodlands,Oak openings,Oak Openings
Monroe,Natural Community,Uplands,Open Uplands,Great Lakes dunes,Great Lakes Dunes
Monroe,Natural Community,Uplands,Open Uplands,Sand beach,Sand Beach
Monroe,Natural Community,Uplands,Forested Uplands,Rich mesophytic forest,Rich Mesophytic Forest
Monroe,Natural Community,Uplands,Open Uplands,Great Lakes bluff,Great Lakes Bluff
Monroe,Natural Community,Uplands,Barrens and Woodlands,Limestone woodland,Limestone Woodland
Monroe,Natural Community,Uplands,Forested Uplands,Maple-basswood rich mesic forest,Maple-Basswood Rich Mesic Forest
Monroe,Plant,Conifers,Conifers,Juniperus horizontalis,Creeping Juniper
Monroe,Plant,Ferns and Fern Allies,Ferns,Botrychium oneidense,Blunt-lobe Grape Fern
Monroe,Plant,Ferns and Fern Allies,Ferns,Dryopteris celsa,Log Fern
Monroe,Plant,Ferns and Fern Allies,Horsetails,Equisetum palustre,Marsh Horsetail
Monroe,Plant,Flowering Plants,Grasses,Poa cuspidata,Early Blue Grass
Monroe,Plant,Flowering Plants,Sedges,Carex garberi,Elk Sedge
Monroe,Plant,Flowering Plants,Grasses,Bouteloua curtipendula var. curtipendula,Side-oats Grama
Monroe,Plant,Flowering Plants,Sedges,Cyperus erythrorhizos,Red-rooted Flat Sedge
Monroe,Plant,Flowering Plants,Sedges,Cyperus odoratus,Fragrant Flat Sedge
Monroe,Plant,Flowering Plants,Grasses,Poa paludigena,Slender Marsh Blue Grass
