county,category,taxonomic_group,taxonomic_subgroup,scientific_name,common_name
Westchester,Plant,Flowering Plants,Other Flowering Plants,Acalypha virginica,Virginia Three-seeded Mercury
Westchester,Plant,Flowering Plants,Sedges,Carex retroflexa,Reflexed Sedge
Westchester,Plant,Flowering Plants,Other Flowering Plants,Agalinis maritima var. maritima,Seaside Gerardia
Westchester,Plant,Flowering Plants,Other Flowering Plants,Viburnum dentatum var. venosum,Southern Arrowwood
Westchester,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Solidago mexicana,Mexican Seaside Goldenrod
Westchester,Plant,Flowering Plants,Other Flowering Plants,Utricularia radiata,Small Floating Bladderwort
Westchester,Plant,Flowering Plants,Sedges,Carex straminea,Straw Sedge
Westchester,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Gamochaeta purpurea,Purple Everlasting
Westchester,Plant,Flowering Plants,Sedges,Rhynchospora scirpoides,Long-beaked Beak Sedge
Westchester,Plant,Flowering Plants,Other Flowering Plants,Diospyros virginiana,Persimmon
Westchester,Plant,Flowering Plants,Other Flowering Plants,Pterospora andromedea,Pinedrops
Westchester,Plant,Flowering Plants,Other Flowering Plants,Oxalis violacea,Violet Wood Sorrel
Westchester,Plant,Flowering Plants,Other Flowering Plants,Chamaelirium luteum,Fairywand
Westchester,Plant,Flowering Plants,Other Flowering Plants,Hottonia inflata,Featherfoil
Westchester,Plant,Flowering Plants,Sedges,Carex abscondita,Thicket Sedge
Westchester,Plant,Flowering Plants,Grasses,Digitaria filiformis var. filiformis,Slender Crab Grass
Westchester,Plant,Flowering Plants,Other Flowering Plants,Angelica venenosa,Hairy Angelica
Westchester,Plant,Flowering Plants,Sedges,Eleocharis ovata,Ovate Spike Rush
Westchester,Plant,Flowering Plants,Other Flowering Plants,Sagittaria montevidensis ssp. spongiosa,Spongy Arrowhead
Westchester,Plant,Flowering Plants,Other Flowering Plants,Najas muenscheri,Hudson River Water Nymph
Westchester,Plant,Flowering Plants,Other Flowering Plants,Trollius laxus,Spreading Globeflower
Westchester,Plant,Flowering Plants,Other Flowering Plants,Hydrocotyle umbellata,Many-flowered Marsh Pennywort
Westchester,Plant,Flowering Plants,Other Flowering Plants,Agrimonia parviflora,Swamp Agrimony
Westchester,Plant,Flowering Plants,Other Flowering Plants,Pycnanthemum clinopodioides,Basil Mountain Mint
Westchester,Plant,Flowering Plants,Other Flowering Plants,Polygala lutea,Orange Milkwort
Westchester,Plant,Flowering Plants,Sedges,Eleocharis quadrangulata,Angled Spike Rush
Westchester,Plant,Flowering Plants,Other Flowering Plants,Euonymus americanus,American Strawberry Bush
Westchester,Plant,Flowering Plants,Other Flowering Plants,Desmodium nuttallii,Nuttall's Tick Trefoil
Westchester,Plant,Flowering Plants,Other Flowering Plants,Endodeca serpentaria,Virginia Snakeroot
Westchester,Plant,Flowering Plants,Other Flowering Plants,Agastache nepetoides,Yellow Giant-hyssop
Westchester,Plant,Flowering Plants,Other Flowering Plants,Silene caroliniana ssp. pensylvanica,Wild Pink
Westchester,Plant,Flowering Plants,Other Flowering Plants,Lechea pulchella,Leggett's Pinweed
Westchester,Plant,Flowering Plants,Sedges,Fuirena pumila,Dwarf Umbrella Sedge
Westchester,Plant,Flowering Plants,Sedges,Eleocharis tricostata,Three-ribbed Spike Rush
Westchester,Plant,Flowering Plants,Other Flowering Plants,Agrimonia rostellata,Woodland Agrimony
Westchester,Plant,Flowering Plants,Other Flowering Plants,Amaranthus pumilus,Seabeach Amaranth
Westchester,Plant,Flowering Plants,Other Flowering Plants,Suaeda linearis,Narrow-leaf Sea Blite
Westchester,Plant,Flowering Plants,Sedges,Carex styloflexa,Bent Sedge
Westchester,Plant,Flowering Plants,Sedges,Cyperus echinatus,Globose Flatsedge
Westchester,Plant,Flowering Plants,Other Flowering Plants,Orontium aquaticum,Golden Club
Westchester,Plant,Flowering Plants,Sedges,Cyperus odoratus,Fragrant Flat Sedge
Westchester,Plant,Flowering Plants,Other Flowering Plants,Asclepias purpurascens,Purple Milkweed
Westchester,Plant,Flowering Plants,Other Flowering Plants,Scutellaria serrata,Showy Skullcap
Westchester,Plant,Flowering Plants,Sedges,Scirpus georgianus,Georgia Bulrush
Westchester,Plant,Flowering Plants,Other Flowering Plants,Asclepias variegata,White Milkweed
Westchester,Plant,Flowering Plants,Other Flowering Plants,Geum virginianum,Rough Avens
Westchester,Plant,Flowering Plants,Other Flowering Plants,Smilax pulverulenta,Powdery Carrion Flower
Westchester,Plant,Flowering Plants,Other Flowering Plants,Hypericum ascyron ssp. pyramidatum,Great St. John's Wort
Westchester,Plant,Flowering Plants,Other Flowering Plants,Asclepias verticillata,Whorled Milkweed
Westchester,Plant,Flowering Plants,Grasses,Bouteloua curtipendula var. curtipendula,Side-oats Grama
Westchester,Plant,Flowering Plants,Sedges,Cyperus houghtonii,Houghton's Flat Sedge
Westchester,Plant,Flowering Plants,Other Flowering Plants,Stylosanthes biflora,Pencil Flower
Westchester,Plant,Flowering Plants,Other Flowering Plants,Asclepias viridiflora,Green Milkweed
Westchester,Plant,Flowering Plants,Sedges,Carex cryptolepis,Small Yellow Sedge
Westchester,Plant,Flowering Plants,Other Flowering Plants,Pycnanthemum muticum,Blunt Mountain Mint
Westchester,Plant,Flowering Plants,Other Flowering Plants,Monarda clinopodia,Basilbalm
Westchester,Plant,Flowering Plants,Other Flowering Plants,Lespedeza stuevei,Velvety Bush Clover
Westchester,Plant,Flowering Plants,Grasses,Sporobolus clandestinus,Hidden Dropseed
Westchester,Plant,Flowering Plants,Sedges,Cyperus subsquarrosus,Dwarf Bulrush
Westchester,Plant,Flowering Plants,Other Flowering Plants,Panax quinquefolius,American Ginseng
Westchester,Plant,Flowering Plants,Sedges,Cyperus flavescens,Yellow Flatsedge
Westchester,Plant,Flowering Plants,Other Flowering Plants,Betula nigra,River Birch
Westchester,Plant,Flowering Plants,Other Flowering Plants,Lycopus rubellus,Stalked Bugleweed
Westchester,Plant,Flowering Plants,Grasses,Coleataenia stipitata,Tall Flat Panic Grass
Westchester,Plant,Flowering Plants,Other Flowering Plants,Bartonia paniculata ssp. paniculata,Screw-stem
Westchester,Plant,Flowering Plants,Other Flowering Plants,Lithospermum virginianum,Virginia False Gromwell
Westchester,Plant,Flowering Plants,Sedges,Carex muehlenbergii var. enervis,Muhlenberg's Veinless Sedge
Westchester,Plant,Flowering Plants,Other Flowering Plants,Polygonum douglasii,Douglas' Knotweed
Westchester,Plant,Flowering Plants,Other Flowering Plants,Salicornia bigelovii,Dwarf Glasswort
Westchester,Plant,Flowering Plants,Other Flowering Plants,Limosella australis,Mudwort
Westchester,Plant,Flowering Plants,Other Flowering Plants,Lespedeza frutescens,Violet Bush Clover
Westchester,Plant,Flowering Plants,Other Flowering Plants,Blephilia ciliata,Downy Wood Mint
Westchester,Plant,Flowering Plants,Other Flowering Plants,Scutellaria integrifolia,Hyssop-skullcap
Westchester,Plant,Flowering Plants,Other Flowering Plants,Linum striatum,Stiff Yellow Flax
Westchester,Plant,Flowering Plants,Other Flowering Plants,Lilaeopsis chinensis,Eastern Grasswort
Westchester,Plant,Flowering Plants,Other Flowering Plants,Carya laciniosa,Big Shellbark Hickory
Westchester,Plant,Flowering Plants,Other Flowering Plants,Scutellaria elliptica var. elliptica,Hairy Skullcap
Westchester,Plant,Flowering Plants,Other Flowering Plants,Lemna perpusilla,Minute Duckweed
Westchester,Plant,Flowering Plants,Grasses,Tripsacum dactyloides var. dactyloides,Northern Gama Grass
Westchester,Plant,Flowering Plants,Other Flowering Plants,Desmodium ciliare,Little-leaf Tick Trefoil
Westchester,Plant,Flowering Plants,Sedges,Fimbristylis castanea,Marsh Fimbry
Westchester,Plant,Flowering Plants,Other Flowering Plants,Pycnanthemum torreyi,Torrey's Mountain Mint
Westchester,Plant,Flowering Plants,Other Flowering Plants,Salvia lyrata,Lyre-leaved Sage
Wyoming,Animal,Amphibians,Salamanders,Eurycea bislineata,Northern Two-lined Salamander
Wyoming,Animal,Amphibians,Salamanders,Ambystoma laterale,Blue-spotted Salamander
Wyoming,Animal,Amphibians,Salamanders,Ambystoma jeffersonianum x laterale,Jefferson Salamander Complex
Wyoming,Animal,Amphibians,Frogs and Toads,Lithobates pipiens,Northern Leopard Frog
Wyoming,Animal,Amphibians,Salamanders,Plethodon cinereus,Redback Salamander
Wyoming,Animal,Amphibians,Salamanders,Gyrinophilus porphyriticus,Spring Salamander
Wyoming,Animal,Amphibians,Frogs and Toads,Pseudacris triseriata,Western Chorus Frog
Wyoming,Animal,Amphibians,Frogs and Toads,Lithobates catesbeianus,Bullfrog
Wyoming,Animal,Amphibians,Salamanders,Ambystoma maculatum,Spotted Salamander
Wyoming,Animal,Amphibians,Salamanders,Hemidactylium scutatum,Four-toed Salamander
Wyoming,Animal,Amphibians,Frogs and Toads,Pseudacris crucifer,Spring Peeper
Wyoming,Animal,Amphibians,Frogs and Toads,Hyla versicolor,Gray Treefrog
Wyoming,Animal,Amphibians,Frogs and Toads,Lithobates sylvaticus,Wood Frog
Wyoming,Animal,Amphibians,Salamanders,Ambystoma jeffersonianum,Jefferson Salamander
Wyoming,Animal,Amphibians,Frogs and Toads,Lithobates palustris,Pickerel Frog
Wyoming,Animal,Amphibians,Salamanders,Desmognathus fuscus,Dusky Salamander
Wyoming,Animal,Amphibians,Salamanders,Plethodon glutinosus,Northern Slimy Salamander
Wyoming,Animal,Amphibians,Salamanders,Desmognathus ochrophaeus,Allegheny Mountain Dusky Salamander
Wyoming,Animal,Amphibians,Frogs and Toads,Anaxyrus americanus,American Toad
Wyoming,Animal,Amphibians,Salamanders,Notophthalmus viridescens,Eastern Newt
Wyoming,Animal,Amphibians,Frogs and Toads,Lithobates clamitans,Green Frog
Wyoming,Animal,Beetles,Tiger Beetles,Cicindela marginipennis,Cobblestone Tiger Beetle
Wyoming,Animal,Beetles,Tiger Beetles,Cicindela ancocisconensis,Appalachian Tiger Beetle
Wyoming,Animal,Birds,"Ducks, Geese, Waterfowl",Anas rubripes,American Black Duck
Wyoming,Animal,Birds,"Ducks, Geese, Waterfowl",Anas discors,Blue-winged Teal
Wyoming,Animal,Birds,"Ducks, Geese, Waterfowl",Anas crecca,Green-winged Teal
Wyoming,Animal,Birds,"Ducks, Geese, Waterfowl",Lophodytes cucullatus,Hooded Merganser
Wyoming,Animal,Birds,"Ducks, Geese, Waterfowl",Aix sponsa,Wood Duck
Wyoming,Animal,Birds,Cuckoos,Coccyzus erythropthalmus,Black-billed Cuckoo
Wyoming,Animal,Birds,Cuckoos,Coccyzus americanus,Yellow-billed Cuckoo
Wyoming,Animal,Birds,Crows and Jays,Cyanocitta cristata,Blue Jay
Wyoming,Animal,Birds,Crows and Jays,Corvus corax,Common Raven
Wyoming,Animal,Birds,"Ducks, Geese, Waterfowl",Mergus merganser,Common Merganser
Wyoming,Animal,Birds,Crows and Jays,Corvus brachyrhynchos,American Crow
Wyoming,Animal,Birds,Creepers,Certhia americana,Brown Creeper
Wyoming,Animal,Birds,Chickadees and Titmice,Poecile atricapillus,Black-capped Chickadee
Wyoming,Animal,Birds,Chickadees and Titmice,Baeolophus bicolor,Tufted Titmouse
Wyoming,Animal,Birds,Cardinals and Buntings,Piranga olivacea,Scarlet Tanager
Wyoming,Animal,Birds,"Ducks, Geese, Waterfowl",Oxyura jamaicensis,Ruddy Duck
Wyoming,Animal,Birds,Cardinals and Buntings,Pheucticus ludovicianus,Rose-breasted Grosbeak
Wyoming,Animal,Birds,Cardinals and Buntings,Passerina cyanea,Indigo Bunting
Wyoming,Animal,Birds,Cardinals and Buntings,Cardinalis cardinalis,Northern Cardinal
Wyoming,Animal,Birds,Blackbirds and Orioles,Sturnella magna,Eastern Meadowlark
Wyoming,Animal,Birds,Blackbirds and Orioles,Quiscalus quiscula,Common Grackle
Wyoming,Animal,Birds,Blackbirds and Orioles,Molothrus ater,Brown-headed Cowbird
Wyoming,Animal,Birds,Blackbirds and Orioles,Icterus spurius,Orchard Oriole
Wyoming,Animal,Birds,Blackbirds and Orioles,Icterus galbula,Baltimore Oriole
Wyoming,Animal,Birds,Blackbirds and Orioles,Dolichonyx oryzivorus,Bobolink
Wyoming,Animal,Birds,Finches and Crossbills,Coccothraustes vespertinus,Evening Grosbeak
Wyoming,Animal,Birds,Blackbirds and Orioles,Agelaius phoeniceus,Red-winged Blackbird
Wyoming,Animal,Birds,Finches and Crossbills,Haemorhous mexicanus,House Finch
Wyoming,Animal,Birds,Finches and Crossbills,Haemorhous purpureus,Purple Finch
Wyoming,Animal,Birds,Finches and Crossbills,Spinus pinus,Pine Siskin
Wyoming,Animal,Birds,Finches and Crossbills,Spinus tristis,American Goldfinch
Wyoming,Animal,Birds,Flycatchers,Contopus virens,Eastern Wood-Pewee
Wyoming,Animal,Birds,Flycatchers,Empidonax alnorum,Alder Flycatcher
Wyoming,Animal,Birds,Flycatchers,Empidonax minimus,Least Flycatcher
Wyoming,Animal,Birds,Flycatchers,Empidonax traillii,Willow Flycatcher
Wyoming,Animal,Birds,Flycatchers,Empidonax virescens,Acadian Flycatcher
Wyoming,Animal,Birds,Flycatchers,Myiarchus crinitus,Great Crested Flycatcher
Wyoming,Animal,Birds,Flycatchers,Sayornis phoebe,Eastern Phoebe
Wyoming,Animal,Birds,Flycatchers,Tyrannus tyrannus,Eastern Kingbird
Wyoming,Animal,Birds,Gnatcatchers,Polioptila caerulea,Blue-gray Gnatcatcher
Wyoming,Animal,Birds,Grebes,Podilymbus podiceps,Pied-billed Grebe
Wyoming,Animal,Birds,"Grouse, Pheasants, Turkeys",Bonasa umbellus,Ruffed Grouse
Wyoming,Animal,Birds,"Grouse, Pheasants, Turkeys",Meleagris gallopavo,Wild Turkey
Wyoming,Animal,Birds,"Grouse, Pheasants, Turkeys",Phasianus colchicus,Ring-necked Pheasant
Wyoming,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Actitis macularius,Spotted Sandpiper
Wyoming,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Bartramia longicauda,Upland Sandpiper
Wyoming,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Charadrius vociferus,Killdeer
Wyoming,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Gallinago delicata,Wilson's Snipe
Wyoming,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Scolopax minor,American Woodcock
Wyoming,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipiter cooperii,Cooper's Hawk
Wyoming,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipiter gentilis,Northern Goshawk
Wyoming,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipiter striatus,Sharp-shinned Hawk
Wyoming,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Buteo jamaicensis,Red-tailed Hawk
Wyoming,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Buteo lineatus,Red-shouldered Hawk
Wyoming,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Buteo platypterus,Broad-winged Hawk
Wyoming,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Cathartes aura,Turkey Vulture
Wyoming,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Circus cyaneus,Northern Harrier
Wyoming,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Falco sparverius,American Kestrel
Wyoming,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Pandion haliaetus,Osprey
Wyoming,Animal,Birds,Hummingbirds and Swifts,Archilochus colubris,Ruby-throated Hummingbird
Wyoming,Animal,Birds,Hummingbirds and Swifts,Chaetura pelagica,Chimney Swift
Wyoming,Animal,Birds,Kingfishers,Megaceryle alcyon,Belted Kingfisher
Wyoming,Animal,Birds,Kinglets,Regulus satrapa,Golden-crowned Kinglet
Wyoming,Animal,Birds,Larks,Eremophila alpestris,Horned Lark
Wyoming,Animal,Birds,Mockingbirds and Thrashers,Dumetella carolinensis,Gray Catbird
Wyoming,Animal,Birds,Mockingbirds and Thrashers,Mimus polyglottos,Northern Mockingbird
Wyoming,Animal,Birds,Mockingbirds and Thrashers,Toxostoma rufum,Brown Thrasher
Wyoming,Animal,Birds,Nuthatches,Sitta canadensis,Red-breasted Nuthatch
Wyoming,Animal,Birds,Nuthatches,Sitta carolinensis,White-breasted Nuthatch
Wyoming,Animal,Birds,Old World Sparrows,Passer domesticus,House Sparrow
Wyoming,Animal,Birds,Owls,Aegolius acadicus,Northern Saw-whet Owl
Wyoming,Animal,Birds,Owls,Asio otus,Long-eared Owl
Wyoming,Animal,Birds,Owls,Bubo virginianus,Great Horned Owl
Wyoming,Animal,Birds,Owls,Megascops asio,Eastern Screech-Owl
Wyoming,Animal,Birds,Owls,Strix varia,Barred Owl
Wyoming,Animal,Birds,Owls,Tyto alba,Barn Owl
Wyoming,Animal,Birds,Pigeons and Doves,Columba livia,Rock Pigeon
Wyoming,Animal,Birds,Pigeons and Doves,Zenaida macroura,Mourning Dove
Wyoming,Animal,Birds,"Rails, Coots and Cranes",Gallinula galeata,Common Moorhen
Wyoming,Animal,Birds,"Rails, Coots and Cranes",Porzana carolina,Sora
Wyoming,Animal,Birds,"Rails, Coots and Cranes",Rallus limicola,Virginia Rail
Wyoming,Animal,Birds,Sparrows and Towhees,Ammodramus henslowii,Henslow's Sparrow
Wyoming,Animal,Birds,Sparrows and Towhees,Ammodramus savannarum,Grasshopper Sparrow
Wyoming,Animal,Birds,Sparrows and Towhees,Junco hyemalis,Dark-eyed Junco
Wyoming,Animal,Birds,Sparrows and Towhees,Melospiza georgiana,Swamp Sparrow
Wyoming,Animal,Birds,Sparrows and Towhees,Melospiza melodia,Song Sparrow
Wyoming,Animal,Birds,Sparrows and Towhees,Passerculus sandwichensis,Savannah Sparrow
Wyoming,Animal,Birds,Sparrows and Towhees,Pipilo erythrophthalmus,Eastern Towhee
Wyoming,Animal,Birds,Sparrows and Towhees,Pooecetes gramineus,Vesper Sparrow
Wyoming,Animal,Birds,Sparrows and Towhees,Spizella passerina,Chipping Sparrow
Wyoming,Animal,Birds,Sparrows and Towhees,Spizella pusilla,Field Sparrow
Wyoming,Animal,Birds,Sparrows and Towhees,Zonotrichia albicollis,White-throated Sparrow
Wyoming,Animal,Birds,Starlings,Sturnus vulgaris,European Starling
Wyoming,Animal,Birds,Swallows,Hirundo rustica,Barn Swallow
Wyoming,Animal,Birds,Swallows,Petrochelidon pyrrhonota,Cliff Swallow
Wyoming,Animal,Birds,Swallows,Progne subis,Purple Martin
Wyoming,Animal,Birds,Swallows,Riparia riparia,Bank Swallow
Wyoming,Animal,Birds,Swallows,Stelgidopteryx serripennis,Northern Rough-winged Swallow
Wyoming,Animal,Birds,Swallows,Tachycineta bicolor,Tree Swallow
Wyoming,Animal,Birds,Thrushes and Bluebirds,Catharus fuscescens,Veery
Wyoming,Animal,Birds,Thrushes and Bluebirds,Catharus guttatus,Hermit Thrush
Wyoming,Animal,Birds,Thrushes and Bluebirds,Catharus ustulatus,Swainson's Thrush
Wyoming,Animal,Birds,Thrushes and Bluebirds,Sialia sialis,Eastern Bluebird
Wyoming,Animal,Birds,Thrushes and Bluebirds,Turdus migratorius,American Robin
Wyoming,Animal,Birds,Vireos,Vireo flavifrons,Yellow-throated Vireo
Wyoming,Animal,Birds,Vireos,Vireo gilvus,Warbling Vireo
Wyoming,Animal,Birds,Vireos,Vireo olivaceus,Red-eyed Vireo
Wyoming,Animal,Birds,Vireos,Vireo solitarius,Blue-headed Vireo
Wyoming,Animal,Birds,Waxwings,Bombycilla cedrorum,Cedar Waxwing
Wyoming,Animal,Birds,Woodpeckers,Colaptes auratus,Northern Flicker
Wyoming,Animal,Birds,Woodpeckers,Dryocopus pileatus,Pileated Woodpecker
Wyoming,Animal,Birds,Woodpeckers,Melanerpes carolinus,Red-bellied Woodpecker
Wyoming,Animal,Birds,Woodpeckers,Melanerpes erythrocephalus,Red-headed Woodpecker
Wyoming,Animal,Birds,Woodpeckers,Picoides pubescens,Downy Woodpecker
Wyoming,Animal,Birds,Woodpeckers,Picoides villosus,Hairy Woodpecker
Wyoming,Animal,Birds,Woodpeckers,Sphyrapicus varius,Yellow-bellied Sapsucker
Wyoming,Animal,Birds,Wood-Warblers,Cardellina canadensis,Canada Warbler
Wyoming,Animal,Birds,Wood-Warblers,Geothlypis philadelphia,Mourning Warbler
Wyoming,Animal,Birds,Wood-Warblers,Geothlypis trichas,Common Yellowthroat
Wyoming,Animal,Birds,Wood-Warblers,Icteria virens,Yellow-breasted Chat
Wyoming,Animal,Birds,Wood-Warblers,Mniotilta varia,Black-and-white Warbler
