kingdom,phylum,class,order,family,genus,species,commonname
Animalia,Chordata,Mammalia,Diprotodontia,Phalangeridae,Trichosurus,vulpecula,Brush-tailed possum
Animalia,Chordata,Mammalia,Diprotodontia,Phalangeridae,Wyulda,squamicaudata,Scaly-tailed possum
Animalia,Chordata,Mammalia,Diprotodontia,Phascolarctidae,Phascolarctos,cinereus,Koala
Animalia,Chordata,Mammalia,Diprotodontia,Potoroidae,Aepyprymnus,rufescens,Rufous 'rat'-kangaroo
Animalia,Chordata,Mammalia,Diprotodontia,Potoroidae,Bettongia,gaimardi,Tasmanian bettong
Animalia,Chordata,Mammalia,Diprotodontia,Potoroidae,Bettongia,lesueur,Burrowing bettong
Animalia,Chordata,Mammalia,Diprotodontia,Potoroidae,Bettongia,penicillata,Woylie
Animalia,Chordata,Mammalia,Diprotodontia,Potoroidae,Bettongia,tropica,Northern bettong
Animalia,Chordata,Mammalia,Diprotodontia,Potoroidae,Potorous,longipes,Long-footed potoroo
Animalia,Chordata,Mammalia,Diprotodontia,Potoroidae,Potorous,tridactylus,Long-nosed potoroo
Animalia,Chordata,Mammalia,Diprotodontia,Pseudocheiridae,Hemibelideus,lemuroides,Lemuroid ringtail possum
Animalia,Chordata,Mammalia,Diprotodontia,Pseudocheiridae,Petauroides,volans,Greater glider
Animalia,Chordata,Mammalia,Diprotodontia,Pseudocheiridae,Pseudocheirus,peregrinus,Ring-tailed possum
Animalia,Chordata,Mammalia,Diprotodontia,Tarsipedidae,Tarsipes,rostratus,Honey possum
Animalia,Chordata,Mammalia,Diprotodontia,Vombatidae,Lasiorhinus,krefftii,Northern hairy-nosed wombat
Animalia,Chordata,Mammalia,Diprotodontia,Vombatidae,Lasiorhinus,latifrons,Southern hairy-nosed wombat
Animalia,Chordata,Mammalia,Diprotodontia,Vombatidae,Vombatus,ursinus,Coarse-haired wombat
Animalia,Chordata,Mammalia,Erinaceomorpha,Erinaceidae,Atelerix,albiventris,Four-toed hedgehog
Animalia,Chordata,Mammalia,Erinaceomorpha,Erinaceidae,Atelerix,algirus,North african hedgehog
Animalia,Chordata,Mammalia,Erinaceomorpha,Erinaceidae,Atelerix,frontalis,Southern african hedgehog
Animalia,Chordata,Mammalia,Erinaceomorpha,Erinaceidae,Echinosorex,gymnura,Moonrat
Animalia,Chordata,Mammalia,Erinaceomorpha,Erinaceidae,Erinaceus,amurensis,Amur hedgehog
Animalia,Chordata,Mammalia,Erinaceomorpha,Erinaceidae,Erinaceus,concolor,Eastern European hedgehog
Animalia,Chordata,Mammalia,Erinaceomorpha,Erinaceidae,Erinaceus,europaeus,Western European hedgehog
Animalia,Chordata,Mammalia,Erinaceomorpha,Erinaceidae,Hemiechinus,auritus,Long-eared hedgehog
Animalia,Chordata,Mammalia,Erinaceomorpha,Erinaceidae,Paraechinus,aethiopicus,Desert hedgehog
Animalia,Chordata,Mammalia,Erinaceomorpha,Erinaceidae,Paraechinus,hypomelas,Brandt's hedgehog
Animalia,Chordata,Mammalia,Hyracoidea,Procaviidae,Dendrohyrax,arboreus,Tree hyrax
Animalia,Chordata,Mammalia,Hyracoidea,Procaviidae,Heterohyrax,brucei,Bush hyrax
Animalia,Chordata,Mammalia,Hyracoidea,Procaviidae,Procavia,capensis,Rock hyrax
Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Brachylagus,idahoensis,Pygmy rabbit
Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Bunolagus,monticularis,Riverine rabbit
Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,americanus,Snowshoe hare
Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,brachyurus,Japanese hare
Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,californicus,Black-tailed jackrabbit
Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,capensis,Cape hare
Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,europaeus,European hare
Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,timidus,Mountain hare
Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,townsendii,White-tailed jackrabbit
Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,cuniculus,European rabbit
Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus,audubonii,Audubon's cottontail rabbit
Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus,bachmani,Brush rabbit
Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus,floridanus,Eastern cottontail
Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus,nuttallii,Mountain cottontail
Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus,palustris,Marsh rabbit
Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus,transitionalis,New England cottontail
Animalia,Chordata,Mammalia,Lagomorpha,Ochotonidae,Ochotona,collaris,Collared pika
Animalia,Chordata,Mammalia,Lagomorpha,Ochotonidae,Ochotona,hyperborea,Northern pika
Animalia,Chordata,Mammalia,Lagomorpha,Ochotonidae,Ochotona,princeps,American pika
Animalia,Chordata,Mammalia,Lagomorpha,Ochotonidae,Ochotona,pusilla,Steppe pika
Animalia,Chordata,Mammalia,Macroscelidea,Macroscelididae,Elephantulus,brachyrhynchus,Short-nosed elephant shrew
Animalia,Chordata,Mammalia,Macroscelidea,Macroscelididae,Elephantulus,edwardii,Cape elephant shrew
Animalia,Chordata,Mammalia,Macroscelidea,Macroscelididae,Elephantulus,intufi,Long-eared elephant shrew
Animalia,Chordata,Mammalia,Macroscelidea,Macroscelididae,Elephantulus,rozeti,North African elephant shrew
Animalia,Chordata,Mammalia,Macroscelidea,Macroscelididae,Elephantulus,rufescens,Rufous elephant shrew
Animalia,Chordata,Mammalia,Macroscelidea,Macroscelididae,Macroscelides,proboscideus,Short-eared elephant shrew
Animalia,Chordata,Mammalia,Macroscelidea,Macroscelididae,Petrodromus,tetradactylus,Four-toed elephant shrew
Animalia,Chordata,Mammalia,Macroscelidea,Macroscelididae,Rhynchocyon,chrysopygus,Golden-rumped elephant shrew
Animalia,Chordata,Mammalia,Macroscelidea,Macroscelididae,Rhynchocyon,cirnei,Checkered elephant shrew
Animalia,Chordata,Mammalia,Microbiotheria,Microbiotheriidae,Dromiciops,gliroides,Monito del monte
Animalia,Chordata,Mammalia,Monotremata,Ornithorhynchidae,Ornithorhynchus,anatinus,Duck-billed platypus
Animalia,Chordata,Mammalia,Monotremata,Tachyglossidae,Tachyglossus,aculeatus,Short-beaked echidna
Animalia,Chordata,Mammalia,Monotremata,Tachyglossidae,Zaglossus,bruijni,Long-nosed echidna
Animalia,Chordata,Mammalia,Notoryctemorphia,Notoryctidae,Notoryctes,typhlops,Southern marsupial mole
Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Echymipera,kalubu,New Guinea spiny bandicoot
Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Echymipera,rufescens,Long-nosed echymipera
Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Isoodon,auratus,Golden bandicoot
Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Isoodon,macrourus,Northern brown bandicoot
Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Isoodon,obesulus,Southern brown bandicoot
Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Perameles,bougainville,Western barred bandicoot
Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Perameles,gunnii,Eastern barred bandicoot
Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Perameles,nasuta,Long-nosed bandicoot
Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Peroryctes,raffrayana,Raffray's bandicoot
Animalia,Chordata,Mammalia,Peramelemorphia,Thylacomyidae,Macrotis,lagotis,Rabbit-bandicoot or bilby
Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,asinus,African wild ass
Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,caballus,Horse
Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,grevyi,Grevy's zebra
Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,hemionus,Kulan
Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,kiang,Kiang
Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,quagga,Quagga
Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,zebra,Mountain zebra
Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,White rhinoceros
Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Dicerorhinus,sumatrensis,Sumatran rhinoceros
Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Diceros,bicornis,Black rhinoceros
Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Rhinoceros,sondaicus,Javan rhinoceros
Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Rhinoceros,unicornis,Indian rhinoceros
Animalia,Chordata,Mammalia,Perissodactyla,Tapiridae,Acrocodia,indica,Malayan tapir
Animalia,Chordata,Mammalia,Perissodactyla,Tapiridae,Tapirella,bairdii,Baird's tapir
Animalia,Chordata,Mammalia,Perissodactyla,Tapiridae,Tapirus,pinchaque,Mountain tapir
Animalia,Chordata,Mammalia,Perissodactyla,Tapiridae,Tapirus,terrestris,Brazilian tapir
Animalia,Chordata,Mammalia,Pholidota,Manidae,Manis,crassicaudata,Indian pangolin
Animalia,Chordata,Mammalia,Pholidota,Manidae,Manis,pentadactyla,Chinese pangolin
Animalia,Chordata,Mammalia,Pilosa,Bradypodidae,Bradypus,torquatus,Maned three-toed sloth
Animalia,Chordata,Mammalia,Pilosa,Bradypodidae,Bradypus,tridactylus,Pale-throated three-toed sloth
Animalia,Chordata,Mammalia,Pilosa,Cyclopedidae,Cyclopes,didactylus,Silky anteater
Animalia,Chordata,Mammalia,Pilosa,Megalonychidae,Choloepus,didactylus,Southern two-toed sloth
Animalia,Chordata,Mammalia,Pilosa,Megalonychidae,Choloepus,hoffmanni,Hoffmann's two-toed sloth
Animalia,Chordata,Mammalia,Pilosa,Myrmecophagidae,Myrmecophaga,tridactyla,Giant anteater
Animalia,Chordata,Mammalia,Pilosa,Myrmecophagidae,Tamandua,mexicana,Northern tamandua
Animalia,Chordata,Mammalia,Pilosa,Myrmecophagidae,Tamandua,tetradactyla,Southern tamandua
Animalia,Chordata,Mammalia,Primates,Aotidae,Aotus,azarae,Azara's night monkey
Animalia,Chordata,Mammalia,Primates,Aotidae,Aotus,lemurinus,Lemurine night monkey
Animalia,Chordata,Mammalia,Primates,Aotidae,Aotus,trivirgatus,Northern night monkey
Animalia,Chordata,Mammalia,Primates,Aotidae,Aotus,vociferans,Noisy night monkey
Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta,caraya,Black howler monkey
Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta,guariba,Brown howler monkey
Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta,palliata,Mantled howler monkey
Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta,pigra,Mexican black howler monkey
Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta,sara,Bolivian red howler monkey
Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta,seniculus,Red howler monkey
Animalia,Chordata,Mammalia,Primates,Atelidae,Ateles,belzebuth,White-bellied spider monkey
Animalia,Chordata,Mammalia,Primates,Atelidae,Ateles,chamek,Chamek spider monkey
Animalia,Chordata,Mammalia,Primates,Atelidae,Ateles,fusciceps,Brown-headed spider monkey
Animalia,Chordata,Mammalia,Primates,Atelidae,Ateles,geoffroyi,Central American spider monkey
Animalia,Chordata,Mammalia,Primates,Atelidae,Ateles,marginatus,White-whiskered spider monkey
Animalia,Chordata,Mammalia,Primates,Atelidae,Ateles,paniscus,Black spider monkey
Animalia,Chordata,Mammalia,Primates,Atelidae,Brachyteles,arachnoides,Woolly spider monkey or muriqui
Animalia,Chordata,Mammalia,Primates,Atelidae,Lagothrix,lagothricha,Humboldt's woolly monkey
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Callimico,goeldii,Goeldi's monkey
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Callithrix,geoffroyi,Geoffroy's marmoset
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Callithrix,jacchus,White-tufted-ear marmoset
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Callithrix,kuhlii,Weid's black-tufted-ear marmoset
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Callithrix,penicillata,Black-pencilled marmoset
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Cebuella,pygmaea,Pygmy marmoset
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Leontocebus,fuscicollis,Saddlebacked tamarin
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Leontocebus,nigricollis,Black-mantled tamarin
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Leontopithecus,chrysomelas,Golden-headed lion tamarin
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Leontopithecus,chrysopygus,Golden-rumped lion tamarin
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Leontopithecus,rosalia,Golden lion tamarin
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Mico,argentatus,Silvery marmoset
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Mico,humeralifer,Tassel-eared marmoset
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus,bicolor,Brazilian bare-faced tamarin
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus,geoffroyi,Geoffroy's tamarin
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus,imperator,Emperor tamarin
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus,labiatus,Red-chested mustached tamarin
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus,leucopus,Silvery-brown bare-face tamarin
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus,midas,Midas tamarin
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus,mystax,Black-chested mustached tamarin
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus,oedipus,Cotton-top tamarin
Animalia,Chordata,Mammalia,Primates,Cebidae,Cebus,albifrons,White-fronted capuchin
Animalia,Chordata,Mammalia,Primates,Cebidae,Cebus,capucinus,White-faced capuchin
Animalia,Chordata,Mammalia,Primates,Cebidae,Cebus,olivaceus,Weeping capuchin
Animalia,Chordata,Mammalia,Primates,Cebidae,Saimiri,boliviensis,Bolivian squirrel monkey
Animalia,Chordata,Mammalia,Primates,Cebidae,Saimiri,oerstedii,Central American squirrel monkey
Animalia,Chordata,Mammalia,Primates,Cebidae,Saimiri,sciureus,South American squirrel monkey
Animalia,Chordata,Mammalia,Primates,Cebidae,Sapajus,apella,Brown capuchin
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Allenopithecus,nigroviridis,Allen's swamp monkey
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Allochrocebus,lhoesti,L'hoest's monkey
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Allochrocebus,preussi,Preuss's monkey
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Allochrocebus,solatus,Sun-tailed monkey
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercocebus,agilis,Agile mangabey
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercocebus,galeritus,Tana River mangabey
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercocebus,torquatus,Red-capped mangabey
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,ascanius,Black-cheeked white-nosed monkey
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,campbelli,Campbell's monkey
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,cephus,Moustached monkey
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,diana,Diana monkey
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,erythrogaster,Red-bellied monkey
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,hamlyni,Owl-faced monkey
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,mitis,Blue monkey
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,mona,Mona monkey
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,neglectus,De Brazza's monkey
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,nictitans,White-nosed guenon
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,petaurista,Lesser white-nosed monkey
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,pogonias,Crowned guenon
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,wolfi,Wolf's monkey
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus,aethiops,Vervet
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Colobus,angolensis,Angolan colobus
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Colobus,guereza,Guereza
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Colobus,polykomos,King colobus
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Erythrocebus,patas,Patas monkey
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Lophocebus,albigena,Gray-cheeked mangabey
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,arctoides,Stump-tailed macaque
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,assamensis,Assam macaque
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,fascicularis,Long-tailed macaque
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,fuscata,Japanese macaque
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,maura,Moor macaque
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,mulatta,Rhesus monkey
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,nemestrina,Pigtail macaque
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,nigra,Celebes crested macaque
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,ochreata,Booted macaque
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,radiata,Bonnet macaque
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,silenus,Liontail macaque
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,sinica,Toque macaque
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,sylvanus,Barbary macaque
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,thibetana,Tibetan macaque
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,tonkeana,Tonkean macaque
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Mandrillus,leucophaeus,Drill
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Mandrillus,sphinx,Mandrill
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Miopithecus,talapoin,Talapoin
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Nasalis,larvatus,Proboscis monkey
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Papio,hamadryas,Hamadryas baboon
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Presbytis,comata,Grizzled leaf monkey
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Presbytis,melalophos,Mitred leaf monkey
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Presbytis,thomasi,North Sumatran leaf monkey
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Pygathrix,nemaeus,Douc langur
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Rhinopithecus,bieti,Black snub-nosed monkey
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Rhinopithecus,roxellana,Golden snub-nosed monkey
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Semnopithecus,entellus,Hanuman langur
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Semnopithecus,johnii,Hooded leaf monkey
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Semnopithecus,vetulus,Purple-faced leaf monkey
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Theropithecus,gelada,Gelada baboon
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Trachypithecus,auratus,Javan langur
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Trachypithecus,cristatus,Silvered leaf monkey
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Trachypithecus,francoisi,Fran?ois's leaf monkey
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Trachypithecus,geei,Golden leaf monkey
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Trachypithecus,obscurus,Dusky leaf monkey
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Trachypithecus,phayrei,Phayre's leaf monkey
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Trachypithecus,pileatus,Capped leaf monkey
Animalia,Chordata,Mammalia,Primates,Cheirogaleidae,Cheirogaleus,major,Greater dwarf lemur
Animalia,Chordata,Mammalia,Primates,Cheirogaleidae,Cheirogaleus,medius,Fat-tailed dwarf lemur
Animalia,Chordata,Mammalia,Primates,Cheirogaleidae,Microcebus,murinus,Gray mouse lemur
Animalia,Chordata,Mammalia,Primates,Cheirogaleidae,Microcebus,rufus,Brown mouse lemur
Animalia,Chordata,Mammalia,Primates,Cheirogaleidae,Mirza,coquereli,Giant mouse lemur
Animalia,Chordata,Mammalia,Primates,Cheirogaleidae,Phaner,furcifer,Fork-marked lemur
Animalia,Chordata,Mammalia,Primates,Daubentoniidae,Daubentonia,madagascariensis,Aye-aye
Animalia,Chordata,Mammalia,Primates,Galagidae,Euoticus,elegantulus,Western needle-clawed galago
Animalia,Chordata,Mammalia,Primates,Galagidae,Galago,moholi,South African galago
Animalia,Chordata,Mammalia,Primates,Galagidae,Galago,senegalensis,Senegal galago
Animalia,Chordata,Mammalia,Primates,Galagidae,Galagoides,demidoff,Demidoff's galago
Animalia,Chordata,Mammalia,Primates,Galagidae,Otolemur,crassicaudatus,Greater galago
Animalia,Chordata,Mammalia,Primates,Galagidae,Otolemur,garnettii,Small-eared galago
Animalia,Chordata,Mammalia,Primates,Galagidae,Paragalago,zanzibaricus,Zanzibar galago
Animalia,Chordata,Mammalia,Primates,Galagidae,Sciurocheirus,alleni,Allen's squirrel galago
Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,gorilla,Gorilla
Animalia,Chordata,Mammalia,Primates,Hominidae,Homo,sapiens,Human
Animalia,Chordata,Mammalia,Primates,Hominidae,Pan,paniscus,Pygmy chimpanzee or bonobo
Animalia,Chordata,Mammalia,Primates,Hominidae,Pan,troglodytes,Chimpanzee
Animalia,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus,Orangutan
Animalia,Chordata,Mammalia,Primates,Hylobatidae,Hoolock,hoolock,Hoolock gibbon
Animalia,Chordata,Mammalia,Primates,Hylobatidae,Hylobates,agilis,Agile gibbon
Animalia,Chordata,Mammalia,Primates,Hylobatidae,Hylobates,klossii,Kloss's gibbon
Animalia,Chordata,Mammalia,Primates,Hylobatidae,Hylobates,lar,White-handed gibbon
Animalia,Chordata,Mammalia,Primates,Hylobatidae,Hylobates,moloch,Silvery gibbon
Animalia,Chordata,Mammalia,Primates,Hylobatidae,Hylobates,muelleri,Borneo gibbon
Animalia,Chordata,Mammalia,Primates,Hylobatidae,Hylobates,pileatus,Pileated gibbon
Animalia,Chordata,Mammalia,Primates,Hylobatidae,Nomascus,concolor,Crested gibbon
Animalia,Chordata,Mammalia,Primates,Hylobatidae,Nomascus,leucogenys,White-cheeked gibbon
Animalia,Chordata,Mammalia,Primates,Hylobatidae,Symphalangus,syndactylus,Siamang
Animalia,Chordata,Mammalia,Primates,Indriidae,Propithecus,diadema,Diademed sifaka
Animalia,Chordata,Mammalia,Primates,Indriidae,Propithecus,tattersalli,Golden-crowned sifaka
Animalia,Chordata,Mammalia,Primates,Indriidae,Propithecus,verreauxi,Verreaux's sifaka
Animalia,Chordata,Mammalia,Primates,Lemuridae,Eulemur,coronatus,Crowned lemur
Animalia,Chordata,Mammalia,Primates,Lemuridae,Eulemur,fulvus,Brown lemur
Animalia,Chordata,Mammalia,Primates,Lemuridae,Eulemur,macaco,Black lemur
Animalia,Chordata,Mammalia,Primates,Lemuridae,Eulemur,mongoz,Mongoose lemur
Animalia,Chordata,Mammalia,Primates,Lemuridae,Eulemur,rubriventer,Red-bellied lemur
Animalia,Chordata,Mammalia,Primates,Lemuridae,Hapalemur,aureus,Golden bamboo lemur
Animalia,Chordata,Mammalia,Primates,Lemuridae,Hapalemur,griseus,Bamboo lemur
Animalia,Chordata,Mammalia,Primates,Lemuridae,Lemur,catta,Ring-tailed lemur
Animalia,Chordata,Mammalia,Primates,Lemuridae,Prolemur,simus,Greater bamboo lemur
Animalia,Chordata,Mammalia,Primates,Lemuridae,Varecia,rubra,Red ruffed lemur
Animalia,Chordata,Mammalia,Primates,Lemuridae,Varecia,variegata,Ruffed lemur
Animalia,Chordata,Mammalia,Primates,Lepilemuridae,Lepilemur,mustelinus,Weasel sportive lemur
Animalia,Chordata,Mammalia,Primates,Lepilemuridae,Lepilemur,ruficaudatus,Red-tailed sportive lemur
Animalia,Chordata,Mammalia,Primates,Lorisidae,Arctocebus,calabarensis,Calabar angwantibo
Animalia,Chordata,Mammalia,Primates,Lorisidae,Loris,tardigradus,Slender loris
Animalia,Chordata,Mammalia,Primates,Lorisidae,Nycticebus,coucang,Slow loris
Animalia,Chordata,Mammalia,Primates,Lorisidae,Nycticebus,pygmaeus,Pygmy slow loris
Animalia,Chordata,Mammalia,Primates,Lorisidae,Perodicticus,potto,Potto
Animalia,Chordata,Mammalia,Primates,Pitheciidae,Cacajao,calvus,Red uakari
Animalia,Chordata,Mammalia,Primates,Pitheciidae,Cacajao,melanocephalus,Black uakari
Animalia,Chordata,Mammalia,Primates,Pitheciidae,Chiropotes,albinasus,White-nosed bearded saki
Animalia,Chordata,Mammalia,Primates,Pitheciidae,Chiropotes,satanas,Brown-bearded saki
Animalia,Chordata,Mammalia,Primates,Pitheciidae,Pithecia,aequatorialis,Equatorial saki
Animalia,Chordata,Mammalia,Primates,Pitheciidae,Pithecia,irrorata,Gray monk saki
Animalia,Chordata,Mammalia,Primates,Pitheciidae,Pithecia,monachus,Monk saki
Animalia,Chordata,Mammalia,Primates,Pitheciidae,Pithecia,pithecia,Guianan saki
Animalia,Chordata,Mammalia,Primates,Pitheciidae,Plecturocebus,cupreus,Coppery titi
Animalia,Chordata,Mammalia,Primates,Pitheciidae,Plecturocebus,donacophilus,Bolivian titi
Animalia,Chordata,Mammalia,Primates,Pitheciidae,Plecturocebus,moloch,Dusky titi
Animalia,Chordata,Mammalia,Primates,Tarsiidae,Carlito,syrichta,Philippine tarsier
Animalia,Chordata,Mammalia,Primates,Tarsiidae,Cephalopachus,bancanus,Western tarsier
Animalia,Chordata,Mammalia,Primates,Tarsiidae,Tarsius,tarsier,Spectral tarsier
Animalia,Chordata,Mammalia,Proboscidea,Elephantidae,Elephas,maximus,Asiatic elephant
Animalia,Chordata,Mammalia,Proboscidea,Elephantidae,Loxodonta,africana,African bush elephant
Animalia,Chordata,Mammalia,Rodentia,Abrocomidae,Abrocoma,bennettii,Bennett's chinchilla rat
Animalia,Chordata,Mammalia,Rodentia,Aplodontiidae,Aplodontia,rufa,Mountain beaver
